ഉള്ള	VERB	ഉള്	v	_	_	_	_	_	atu
വഴി	NOUN	വഴി	n	n	sg	3	d	_	_
വളരെ	ADJ	വളരെ	avy	_	_	_	_	_	_
വീതി	NOUN	വീതി	n	any	sg	3	d	_	_
കുറഞ്ഞത്	VERB	കുറയ്	v	any	any	any	_	ടത്	taw
ആണ്	VERB	ആണ്	v	any	any	any	_	_	_
.	PUNCT	.	punc	_	_	_	_	_	_

ദാരികനിഗ്രഹത്തിനു്	NOUN	ദാരികനിഗ്രഹ	n	n	sg	3	d	ഉ്	ttinu
ശേഷം	ADP	ശേഷം	psp	_	_	_	_	_	_
ഭദ്രകാളിയുടെ	NOUN	ഭദ്രകാളി	n	n	sg	3	d	ഉടെ	uTe
കോപം	NOUN	കോപം	n	n	sg	3	d	_	_
ശമിപ്പിക്കാന്‍	VERB	ശമിപ്പി	v	_	_	_	_	_	kkAn
വഴി	NOUN	വഴി	n	n	sg	3	d	_	_
തേടവെ	VERB	തേടവെ	_	_	_	_	_	_	_
,	PUNCT	,	punc	_	_	_	_	_	_
സുബ്രഹ്മണ്യന്‍	NOUN	സുബ്രഹ്മണ്യന്‍	n	n	sg	3	d	_	_
പരമശിവനോട്	NOUN	പരമശിവ	n	n	sg	3	d	ഓട്	nOTu
കാളിയുടെ	NOUN	കാളി	n	n	sg	3	d	ഉടെ	yuTe
കോലം	NOUN	കോലം‍	n	n	sg	3	d	_	_
ഉണ്ടാക്കിക്കാണിച്ചാല്‍	VERB	ഉണ്ടാക്കിക്കാണിച്ചാല്‍	_	_	_	_	_	_	_
കോപം	NOUN	കോപം	n	n	sg	3	d	_	_
ശമിക്കും	VERB	ശമിക്ക്	v	_	_	_	_	ഉം	um
എന്നു	SCONJ	എന്നും	avy	_	_	_	_	_	_
പറഞ്ഞ്	VERB	പറഞ്ഞ്	v	_	_	_	_	_	_
അത്രെ	PART	&അത്രെ	avy	_	_	_	_	_	_
।	PUNCT	।	punc	_	_	_	_	_	_

വിദ്യാഭ്യാസമേഖലയിലെ	NOUN	വിദ്യാഭ്യാസമേഖലയിലേഉന്ക്ന്	n	_	sg	3	d	ഇലെ	yile
നിലവാരത്തകര്‍ച്ചയെ	NOUN	നിലവാരത്തകര്ച്ചയേഉന്ക്ന്	n	_	sg	3	d	എ	ye
പറ്റി	ADP	പറ്റി	psp	_	_	_	_	_	_
ആശങ്കപ്പെടുമ്പോഴും	VERB	ആശങ്കപ്പെടുമ്പോഴുംഉന്ക്ന്	v	_	_	_	_	ഉമ്പോഴും	umpOzhum
അതിന്റെ	PRON	അതിന്റെ	pn	_	sg	3	d	ടെ	inRe
വിചിത്രം	NOUN	വിദ്യാഭ്യാസമേഖലയിലേഉന്ക്ന്	n	_	sg	3	d	_	_
ആയ	VERB	ആ	v	_	_	_	_	_	ya
പ്രതിക്രിയ	NOUN	പ്രതിക്രിയ	n	any	sg	3	d	_	_
ആയി	VERB	ആ	v	_	_	_	_	ഇ	yi
സമൂഹം	NOUN	സമൂഹം	n	any	sg	3	d	_	_
കണ്ടെത്തുന്നത്	VERB	കണ്ടെത്ത്	v	any	any	any	_	ഉന്നത്	unnaw
ഇംഗ്ലീഷ്‌മീഡിയം	NOUN	ഇംഗ്ലീഷ്	n	any	sg	3	d	_	_
വിദ്യാഭ്യാസം	NOUN	വിദ്യാഭ്യാസമേഖലയിലേഉന്ക്ന്	n	_	sg	3	d	_	_
പ്രോത്സാഹിപ്പിക്കുക	VERB	പ്രതിക്രിയ	n	any	sg	_	_	ഉക	kkuka
എന്നത്	NOUN	എന്നത്	n	any	sg	3	d	_	_
ആണ്	VERB	ആണ്	v	any	any	any	_	_	_
.	PUNCT	.	punc	_	_	_	_	_	_

തികഞ്ഞ	ADJ	തിക‍ഞ്ഞ	adj	_	_	_	_	_	_
അഹിംസാവാദികള്‍	NOUN	അഹിംസാവാദി	n	n	pl	3	d	കള്‍	kaL
ആണ്	VERB	ആണ്	v	_	_	_	_	_	_
അവര്‍	PRON	അവന്	pn	m	pl	3	d	അര്‍	ar
.	PUNCT	.	punc	_	_	_	_	_	_

തെളിനീര്	NOUN	തെളിനീര്	n	n	sg	3	d	_	_
ഒഴുകുന്ന	VERB	ഒഴുക്	v	_	_	_	_	ഉന്ന	unna
പുഴ	NOUN	പുഴ	n	n	sg	3	d	_	_
നിന്‍റെ	PRON	നിന്‍	pn	n	sg	2	o	ടെ	inRe
ഏത്	PRON	ഏത്	pn	n	sg	3	d	_	_
കോത്താഴത്ത്	NOUN	കോത്താഴ	n	n	sg	3	d	ത്ത്	ttu
ആണ്	VERB	ആണ്	v	_	_	_	_	_	_
ഉള്ളത്	VERB	ഉള്	v	_	_	_	_	_	atu
.	PUNCT	.	punc	_	_	_	_	_	_

പദ്ധതിയുടെ	NOUN	പദ്ധതി	n	any	sg	3	d	ഉടെ	uteV
അടുത്ത്	NOUN	അടുത്ത്	n	n	sg	3	d	_	_
പിക്നിക്ക്	NOUN	പിക്നിക്ക്	n	_	sg	3	d	_	_
ആഘോഷിക്കാന്‍	VERB	ആഘോഷിക്ക്	v	any	any	any	_	ആന്	AnZ
വേണ്ടി	ADP	വേണ്ടി	psp	_	_	_	_	_	_
ഒരു	ADJ	ഒരു	adj	any	any	any	_	_	_
പാര്‍ക്ക്	NOUN	പാര്ക്ക്	n	any	sg	3	d	_	_
വികസിപ്പിച്ച്	VERB	വികസിപ്പിക്ക്	v	any	any	any	_	ട്	t
എടുത്തിട്ട്	VERB	എടുക്ക്	v	any	any	any	_	ടിട്ട്	titt
ഉണ്ട്	VERB	ഉണ്ട്	v	any	any	any	_	_	_
.	PUNCT	.	punc	_	_	_	_	_	_

യമുനാ	NOUN	യമുന	n	any	sg	3	d	ആ	A
നദിയുടെ	NOUN	നദി	n	any	sg	3	d	ഉടെ	uteV
അടുത്ത്	NOUN	അടുത്ത്	n	n	sg	3	d	_	_
യമുനായുടെ	NOUN	യമുന	n	any	sg	3	d	ആ	A
പര്‍വ്വതങ്ങളാല്‍	NOUN	പര്വ്വതം	n	any	pl	3	d	ആല്	AlZ
ചുറ്റപ്പെട്ടത്	VERB	ചുറ്റപ്പെട്	v	any	any	any	_	ടത്	taw
കാരണം	NOUN	കാരണം	n	any	sg	3	d	_	_
ടാക്പത്ഥര്‍	NOUN	ടാക്പത്ഥര്	n	_	sg	3	d	_	_
സ്ഥലം	NOUN	സ്ഥലം	n	any	sg	3	d	_	_
വളരെ	ADJ	വളരെ	avy	_	_	_	_	_	_
സുന്ദരം	NOUN	സുന്ദരം	n	any	sg	3	d	_	_
ആയി	VERB	ആ	v	_	_	_	_	ഇ	yi
തോന്നുന്നു	VERB	തോന്ന്	v	any	any	any	_	ഉന്നു	unnu
.	PUNCT	.	punc	_	_	_	_	_	_

സാമൂഹ്യ	NOUN	സാമൂഹ്യം	n	any	sg	3	d	അ	a
പ്രവര്‍ത്തനരംഗത്ത്	NOUN	പ്രവര്ത്തനരംഗത്ത്	n	_	sg	3	d	ത്ത്	ttu
സജീവം	NOUN	സജീവം	n	any	sg	3	d	_	_
ആകുമോ	VERB	ആകുമോ	v	_	_	_	_	ഉം	umO
?	PUNCT	?	punc	_	_	_	_	_	_

കേരളത്തിന്റെ	NOUN	കേരള	n	n	sg	3	d	ടെ	ttinRe
ടൂറിസംസാദ്ധ്യതകള്‍	NOUN	ടൂറിസംസാധ്യത	n	n	pl	3	d	കള്‍	KaL
സാക്ഷാത്ക്കരിക്കുന്നതിന്‍	VERB	സാക്ഷാത്ക്കരി	v	_	_	_	_	ഉന്നഉ്	kkunnatinu
ഉള്ള	VERB	ഉള്	v	_	_	_	_	_	a
ഏറ്റവും	ADJ	ഏറ്റവും	avy	_	_	_	_	_	_
ഫലപ്രദം	NOUN	ഫലപ്രദം	n	n	sg	3	d	_	_
ആയ	VERB	ആ	v	_	_	_	_	_	ya
നീക്കങ്ങളില്‍	NOUN	നീക്ക	n	n	pl	3	d	കള്ഇല്	NGaLil
ഒന്നായി	ADV	ഒന്നായി	adv	_	_	_	_	_	_
ഈ	DET	ഈ	avy	_	_	_	_	_	_
കേന്ദ്രഗവണ്മെന്റ്പദ്ധതികളെ	NOUN	കേന്ദ്രഗവണ്മെന്രപദ്ധതി്	n	n	pl	3	d	കള്എ	kaLe
കാണാവുന്നതാണ്	VERB	കാണ്	v	_	_	_	_	ആവ്ഉന്ന	Avunnatu
.	PUNCT	.	punc	_	_	_	_	_	_

മൊത്തമായി	ADV	മൊത്തം	adv	_	_	_	_	_	_
എടുത്തപ്പോള്‍	VERB	എട്	v	_	_	_	_	ത്ത	ttappoL
ചാക്ക്	NOUN	ചാക്ക്	n	n	sg	3	d	_	_
ഒന്നിന്	NOUN	ഒന്ന്	n	n	sg	3	d	ഉ്	inu
ഒരുരൂപ	ADJ	ഒരു	avy	_	_	_	_	_	_
നിരക്കില്‍	NOUN	നിരക്ക്	n	n	sg	3	d	ഇല്‍	il
കിട്ടി	VERB	കിട്ട്	v	_	_	_	_	ഇ	i
.	PUNCT	.	punc	_	_	_	_	_	_

നാം	PRON	നാടകത്തിന്റെ	pn	_	pl	3	d	_	_
ഒരു	ADJ	ഒരു	avy	_	_	_	_	_	_
നാടന്‍	ADJ	നാടകത്തിന്റെ	adj	_	_	_	_	_	_
വിള	NOUN	വിള	n	n	sg	3	d	_	_
ആയി	VERB	ആ	v	_	_	_	_	ഇ	yi
കരുതിയിരുന്ന	VERB	കരുതിയിരി	v	_	_	_	_	ഉന്ന	unna
ഇത്	PRON	ഇത്	pn	n	sg	3	d	_	_
ലോകം	NOUN	ലോകം	n	n	sg	3	d	_	_
മുഴുവന്‍	ADJ	മുഴുവന്	avy	_	_	_	_	_	_
വ്യാപകമായി	ADV	വ്യാപകമായി	adv	_	_	_	_	_	_
ഉപയോഗിച്ചുവരുന്ന	VERB	ഉപയോഗി	v	_	_	_	_	ച്ച്വര്ഉന്ന	ccuvarunna
ഔഷധഗുണം	NOUN	ഔഷധഗുണം	n	n	sg	3	d	_	_
ഉള്ള	VERB	ഉള്ള	v	any	any	any	_	_	a
പയറിനം	NOUN	പയറിനം	n	n	sg	3	d	_	_
ആണ്	VERB	ആണ്	v	any	any	any	_	_	_
.	PUNCT	.	punc	_	_	_	_	_	_

ഏകദേശം	ADJ	ഏകദേശം	avy	_	_	_	_	_	_
6500	NUM	6500	num	_	_	_	_	_	_
അടിയുടെ	NOUN	അടി	n	any	sg	3	d	ഉടെ	uteV
ഉയരത്തില്‍	NOUN	ഉയരം	n	any	sg	3	d	ഇല്	ilZ
നിലകൊള്ളുന്ന	VERB	നിലകൊള്ള്	v	any	any	any	_	ഉന്ന	unna
സല്‍നാ	NOUN	സല്നാ	n	_	sg	3	d	_	_
ഒരു	ADJ	ഒരു	adj	any	any	any	_	_	_
ഭംഗിയുള്ള	ADJ	ഭംഗി	n	any	sg	_	_	ഉള്ള	ulYlYa
പര്‍വ്വതഗ്രാമം	NOUN	പര്വ്വതഗ്രാമം	n	any	sg	3	d	_	_
ആണ്	VERB	ആണ്	v	any	any	any	_	_	_
.	PUNCT	.	punc	_	_	_	_	_	_

തങ്ങളുടെ	PRON	തങ്ങള്	pn	any	sg	2	o	ഉടെ	uteV
സൗകര്യാര്‍ത്ഥം	NOUN	സൗകര്യാര്‍ത്ഥം	n	n	sg	3	d	_	_
ഇഗ്ലീഷുകാര്‍	NOUN	ഇഗ്ലീഷുകാര്	n	_	pl	3	d	കാര്	kaaR
1903ല്‍	NOUN	1903ല്	n	_	sg	3	d	ഇല്‍	il
തന്നെ	PART	തന്നെ	avy	_	_	_	_	_	_
സിംലയെ	NOUN	സിംല	n	any	sg	3	d	എ	eV
രാജ്യത്തിന്‍റെ	NOUN	രാജ്യം	n	any	sg	3	d	ഉടെ	uteV
മറ്റു	ADJ	മറ്റു	adj	_	_	_	_	_	_
ഭാഗങ്ങളും	NOUN	ഭാഗം	n	any	pl	3	d	ഉം	uM
ആയി	VERB	ആ	v	_	_	_	_	ഇ	yi
റെയില്‍ലൈനിലൂടെ	NOUN	റെയില്ലൈനിലൂടെ	n	_	sg	3	d	ഇല്ഊടെ	ilUTe
ബന്ധിപ്പിച്ചിരുന്നു	VERB	ബന്ധിപ്പിക്ക്	v	any	any	any	_	ടിരുന്നു	tirunnu
.	PUNCT	.	punc	_	_	_	_	_	_

ശ്രീനഗറില്‍	NOUN	ശ്രീനഗര്	n	any	sg	3	d	ഇല്	ilZ
നിന്ന്	ADP	നിന്ന്	psp	_	_	_	_	_	_
96കിലോമീറ്റര്‍	ADJ	96കിലോമീറ്റര്	avy	_	_	_	_	_	_
അകലെ	NOUN	അകലെ	nst	any	any	3	d	ഇല്‍	il
സ്ഥിതി	NOUN	സ്ഥിതി	n	any	sg	3	d	_	_
ചെയ്യുന്ന	VERB	ചെയ്യ്	v	any	any	any	_	ഉന്ന	unna
പഹല്‍ഗാം	NOUN	പഹല്ഗാം	n	_	sg	3	d	_	_
അനന്ദ്നാഗ്	NOUN	അനന്ദ്നാഗ്	n	_	sg	3	d	_	_
ജില്ലയില്	NOUN	ജില്ലയില്	n	_	sg	3	d	ഇല്‍	yil
ആണ്	VERB	ആണ്	v	any	any	any	_	_	_
.	PUNCT	.	punc	_	_	_	_	_	_

ഗോവിന്ദ്പശുവിഹാര്‍	NOUN	ഗോവിന്ദ്പശുവിഹാര്	n	_	sg	3	d	_	_
പ്രദേശത്ത്	NOUN	പ്രദേശത്ത്	n	any	sg	3	d	ത്ത്	tt
പ്രവേശിക്കുന്നതിന്	VERB	പ്രദേശത്ത്	n	any	sg	_	_	ഉന്നഉ്	kkunnatin
വനം	NOUN	വനം	n	any	sg	3	d	_	_
വകുപ്പിന്‍റെ	NOUN	വകുപ്പ്	n	any	sg	3	d	ഉടെ	uteV
അനുമതി	NOUN	അനുമതി	n	any	sg	3	d	_	_
വാങ്ങണം	VERB	വാങ്ങ്	v	any	any	any	_	അണം	aNaM
.	PUNCT	.	punc	_	_	_	_	_	_

അയാളെ	PRON	അയാള്	pn	n	sg	3	d	എ	e
സ്വാധീനിക്കുന്ന	VERB	സ്വാധീനി	v	_	_	_	_	ഉന്ന	kkunna
പ്രധാനഘടകം	NOUN	പ്രത്യേകിച്ച്	avy	_	sg	3	d	_	_
തനിക്ക്	PRON	തന്	pn	n	sg	3	o	ക്ക്	ikku
കൈവശം	NOUN	കൊവശം	n	n	sg	3	d	_	_
ഉള്ള	VERB	ഉള്ള	v	_	_	_	_	_	_
ദിവസങ്ങള്‍ക്ക്	NOUN	ദിവസ	n	n	pl	3	d	കള്ക്ക്	NGaLkku
ഉള്ളില്‍	NOUN	ഉള്ള്	n	n	sg	3	d	ഇല്‍	il
തന്റെ	PRON	തന്	pn	n	sg	3	o	ടെ	Te
സാമ്പത്തികപരിധിക്കുള്ളില്‍	NOUN	സാധിക്ക്	v	any	any	any	d	ഉകയും	ukayuM
പരമാവധി	PART	പരമാവധി	avy	_	_	_	_	_	_
സൗകര്യങ്ങള്‍	NOUN	സൌകര്യ	n	n	pl	3	d	കള്	NGaL
ലഭിക്കുന്ന	VERB	ലഭി	v	_	_	_	_	ഉന്ന	kkunna
സ്ഥലം	NOUN	സ്ഥലം	n	n	sg	3	d	_	_
ഏത്	PRON	ഏത്	pn	_	_	_	_	_	_
എന്നത്മാത്രം	ADV	എന്നത്മാത്രം	adv	_	_	_	_	_	_
ആണ്	VERB	ആണ്	v	_	_	_	_	_	_
.	PUNCT	.	punc	_	_	_	_	_	_

ഇതിലും	PRON	ഇത്	pn	n	sg	3	d	ഇല്ഉം	ilum
ഒട്ടേറെ	ADJ	ഒട്ടേറെ	avy	_	_	_	_	_	_
കോലങ്ങള്‍	NOUN	കോല	n	n	pl	3	d	കള്‍	NGaL
ഉണ്ട്	VERB	ഉണ്ട്	v	_	_	_	_	_	_
।	PUNCT	।	punc	_	_	_	_	_	_

ദയവായി	ADV	ദയവായി	adv	_	_	_	_	_	_
നിങ്ങളുടെ	PRON	നിന്	pn	n	pl	3	d	കള്ഉടെ	kaLuTe
കുടുംബത്തെ	NOUN	കുട്ടി	n	any	pl	3	d	എ	tte
പറ്റി	ADP	പറ്റി	psp	_	_	_	_	_	_
ഞങ്ങളോട്	PRON	ഞാന്	pn	n	pl	3	d	കള്ഓട്	NGaLOT
പറയൂ	VERB	പറയ്	v	_	_	_	_	ഊ	U
.	PUNCT	.	punc	_	_	_	_	_	_

നായര്‍സമുദായക്കാര്‍	NOUN	നായര്‍സമുദായക്കാര്‍	n	n	pl	3	d	_	_
ആണ്	VERB	ആണ്	v	any	any	any	_	_	_
മുഖ്യമായും	ADV	മുഖ്യമായും	adv	_	_	_	_	_	_
ഈ	DET	ഈ	avy	_	_	_	_	_	_
അനുഷ്ഠാനനൃത്തം	NOUN	അനുഷ്ഠാനനൃത്തം	n	n	sg	3	d	_	_
നടത്താറ്	VERB	നടത്താറ്	v	_	_	_	_	അറ്	ARu
।	PUNCT	।	punc	_	_	_	_	_	_

അത്രയും	ADJ	അത്രയും	avy	_	_	_	_	_	_
നേരം	NOUN	നേരം	n	n	sg	3	d	_	_
അച്ഛന്‍	NOUN	അച്ഛന്‍	n	m	sg	3	d	_	_
ഉമ്മറത്തു	NOUN	ഉമ്മറ	n	n	sg	3	d	ത്തു	ttu
ഉണ്ടായിരുന്നു	VERB	ഉണ്ട്	v	_	_	_	_	ഇരിഉന്നു	_
.	PUNCT	.	punc	_	_	_	_	_	_

ഈ	DET	ഈ	pn	any	sg	_	_	_	_
ക്ഷേത്രത്തിന്‍റെ	NOUN	ക്ഷേത്രം	n	any	sg	3	d	ഉടെ	uteV
സ്ഥാപനത്തിന്‍റെ	NOUN	സ്ഥാപനം	n	any	sg	3	d	ഉടെ	uteV
പുറകില്‍	NOUN	പുറക്	n	any	sg	3	d	ഇല്	ilZ
ഒരു	ADJ	ഒരു	adj	any	any	any	_	_	_
ദുഷ്പ്രചരണം	NOUN	ദുഷ്പ്രചരണം	n	any	sg	3	d	_	_
ഉണ്ട്	VERB	ഉണ്ട്	v	any	any	any	_	_	_
.	PUNCT	.	punc	_	_	_	_	_	_

ഭൂട്ടാനില്‍	NOUN	ഭൂട്ടാന്	n	n	sg	3	d	ഇല്‍	yil
ഡിജിറ്റല്‍ലൈബ്രറി	NOUN	ഡിജിറ്റല്‍ലൈബ്രറി	n	n	sg	3	d	_	_
സ്ഥാപിക്കും	VERB	സ്ഥാപി	v	_	_	_	_	ഉം	kkm
എന്നും	SCONJ	എന്ന്	avy	_	_	_	_	_	um
മോഡി	NOUN	മോഡി	n	n	sg	3	d	_	_
പറഞ്ഞു	VERB	പറ	v	_	_	_	_	ഞ്ഞു	nju
.	PUNCT	.	punc	_	_	_	_	_	_

ശിവചൈതന്യം	NOUN	ശിവചൈതന്യം	n	n	sg	3	d	_	_
കുടികൊള്ളുന്ന	VERB	കുടികൊള്ള്	v	_	_	_	_	ഉന്ന	unna
ഇടം	NOUN	ഇടം	n	n	sg	3	d	_	_
ആണ്	VERB	ആണ്	v	_	_	_	_	_	_
സിംഗേശ്വര്‍ആസ്താന്‍	NOUN	സിംഗേശ്വര്‍ആസ്താന്‍	n	n	sg	3	d	_	_
.	PUNCT	.	punc	_	_	_	_	_	_

ഉത്തരേന്ത്യയില്	NOUN	ഉത്തരേന്ത്യ	n	n	sg	3	d	ഇല്‍	yil
മിക്ക	ADJ	മിക്ക	adj	_	_	_	_	_	_
സംസ്ഥാനങ്ങളിലും	NOUN	സംസ്ഥാന	n	n	pl	3	d	കള്ഇല്	NGaLilum
രാമായണവും	NOUN	രാഷ്ട്രം	n	any	pl	3	d	_	vum
ആയി	ADP	ആയി	psp	_	_	_	_	_	_
ബന്ധപ്പെട്ട	VERB	ബന്ധപ്പെട്	v	_	_	_	_	_	ta
സ്ഥലങ്ങളെ	NOUN	സ്ഥല	n	n	pl	3	d	കള്എ	NGaLe
യോജിപ്പിച്ച്	VERB	ചെയ്	v	_	_	_	_	ആറ്ഉള്	ARuLLa
കൊണ്ട്	ADP	കൊണ്ട്	psp	_	_	_	_	_	_
ഉള്ള	VERB	ഉള്	v	_	_	_	_	_	a
ട്രാവല്സര്‍ക്യൂട്ടുകള്	NOUN	ട്രാവല്സര്‍ക്യൂട്ട്	n	n	pl	3	d	കള്‍	kaL
ഉണ്ട്	VERB	ഉണ്ട്	v	_	_	_	_	_	_
.	PUNCT	.	punc	_	_	_	_	_	_

നൈനിതടാകം	NOUN	നൈനിതടാകം	n	_	sg	3	d	_	_
നഗരത്തിന്‍റെ	NOUN	നഗരം	n	any	sg	3	o	ഉടെ	uteV
ഒത്ത	ADJ	ഒത്ത്	psp	any	any	any	_	അ	a
നടുക്ക്	NOUN	നടുക്ക്	nst	any	any	3	d	_	kku
ആയത്	VERB	ആക്	v	any	any	any	_	ടത്	taw
കാരണം	NOUN	കാരണം	n	any	sg	_	_	_	_
നൈനിറ്റാളിലെ	NOUN	നൈനിതടാകം	n	_	sg	3	d	ഇലെ	ile
ആകര്‍ഷണകേന്ദ്രം	NOUN	ആകര്ഷണകേന്ദ്രം	n	_	sg	3	d	_	_
ആണ്	VERB	ആണ്	v	any	any	any	_	_	_
.	PUNCT	.	punc	_	_	_	_	_	_

മൃഗസംരക്ഷണ	NOUN	മൃഗസംരക്ഷണം	n	any	sg	3	d	അ	a
കേന്ദ്രത്തില്‍	NOUN	കേന്ദ്രം	n	any	sg	3	d	ഇല്	ilZ
നമുക്ക്	PRON	നാം	pn	any	sg	1	d	ക്ക്	kk
ചെറിയ	ADJ	ചെറിയ	adj	any	any	any	_	_	_
വഴികളിലൂടെ	NOUN	വഴി	n	any	pl	3	d	ഇലൂടെ	ilUteV
ചുറ്റിനടന്നാല്‍‍	VERB	ചുറ്റിനടക്ക്	v	any	any	any	_	ടാല്	tAlZ
തുറന്ന	ADJ	തുറക്ക്	v	any	any	any	_	ട	ta
ആകാശത്തില്‍	NOUN	ആകാശം	n	any	sg	3	d	ഇല്	ilZ
മാനുകള്‍	NOUN	മാന്	n	any	pl	3	d	കള്‍	kaL
കൂട്ടത്തോടെ	ADV	കൂട്ടം	n	any	sg	_	_	ഓടെ	oteV
ചുറ്റിനടക്കുന്നത്	VERB	ചുറ്റിനടക്ക്	v	any	any	any	_	ടാല്	tAlZ
കാണാന്‍	VERB	കാണ്	v	any	any	any	_	ആന്	AnZ
കഴിയുന്നു	VERB	കഴിയ്	v	any	any	any	_	ഉന്നു	unnu
.	PUNCT	.	punc	_	_	_	_	_	_

വാഴപ്പഴത്തൊലിയില്‍	NOUN	വാഴപ്പഴത്തൊലി	n	n	sg	3	d	ഇല്‍	yil
നിന്ന്	ADP	നിന്ന്	psp	_	_	_	_	_	_
രുചികരമായ	ADJ	രുചികരമായ	adj	_	_	_	_	_	_
അച്ചാറ്	NOUN	അച്ചാറ്	n	n	sg	3	d	_	_
ഉണ്ടാക്കുന്ന	VERB	ഉണ്ടാക്കു്	v	_	_	_	_	ഉന്ന	unna
സാങ്കേതികവിദ്യ	NOUN	സാങ്കേതികവിദ്യ	n	n	sg	3	d	_	_
വികസിപ്പിച്ചു	VERB	വിനുവിന്റെ	v	_	_	_	_	ച്ചു	ccu
.	PUNCT	.	punc	_	_	_	_	_	_

കേരളത്തിന്‍റെ	NOUN	കേരള	n	n	sg	3	d	ടെ	ttinRe
നാടോടി	NOUN	നാടോടി	n	n	sg	3	d	_	_
ചിത്രകലാപാരമ്പര്യം	NOUN	ചിത്രകലാപാരമ്പര്യം	n	n	sg	3	d	_	_
ഇതില്‍	PRON	ഇത്	pn	n	sg	3	d	ഇല്‍	il
തെളിഞ്ഞ്	VERB	തെളി	v	_	_	_	_	ഞ്ഞ്	Nju
കാണാം	VERB	കാണ്	v	_	_	_	_	ആം	Am
.	PUNCT	.	punc	_	_	_	_	_	_

സര്‍വകലാശാലയും	NOUN	സര്‍വകലാശാല	n	n	sg	3	d	_	yum
ആയി	ADP	ആയി	psp	_	_	_	_	_	_
ഉള്ള	VERB	ഉള്	v	_	_	_	_	_	a
ഒരു	ADJ	ഒരു	avy	_	_	_	_	_	_
അന്താരാഷ്ട്രബന്ധം	NOUN	അന്താരാഷ്ട്രബന്ധം	n	n	sg	3	d	_	_
നിലനിര്‍ത്തുന്നതിന്റെ	VERB	നിലനിര്ത്ത്	v	_	_	_	_	ഉന്നടെ	unnatinRe
ഭാഗം	NOUN	ഭാഗം	n	n	sg	3	d	_	_
ആയി	VERB	ആ	v	_	_	_	_	ഇ	i
ആണ്	VERB	ആണ്	v	_	_	_	_	_	_
കാനഡയിലെ	NOUN	കാനഡ	n	n	sg	3	d	ഇലെ	yile
മെമോയിര്‍	NOUN	മെമോയിര്‍	n	n	sg	3	d	_	_
സര്‍വകലാശാലയില്‍	NOUN	സര്‍വകലാശാല	n	n	sg	3	d	ഇല്	il
നിന്നും	ADP	നിന്നും	psp	_	_	_	_	_	_
ആറംഗസംഘം	NOUN	ആറംഗസംഘം	n	n	sg	3	d	_	_
എത്തിയത്	VERB	എത്ത്	v	_	_	_	_	ഇ	iyatu
.	PUNCT	.	punc	_	_	_	_	_	_

മറ്റ്ഉള്ളവര്ക്ക്	NOUN	മര്രുള്ളവര്	n	n	pl	3	d	ക്ക്	kku
പരിമിതമായ	ADJ	പരിമിതമായ	adj	_	_	_	_	_	_
കാഴ്ച്ചശക്തി	NOUN	കാഴ്ചശക്തി	n	f	sg	3	d	_	_
ഉണ്ട്	VERB	ഉണ്ട്	v	_	_	_	_	_	_
.	PUNCT	.	punc	_	_	_	_	_	_

അഗസ്ത്യ	ADJ	അഗസ്ത്യ	adj	_	_	_	_	_	_
പര്‍വ്വതത്തിന്‍റെ	NOUN	പര്വ്വതം	n	any	sg	3	d	ഉടെ	uteV
പടിഞ്ഞാറ്	NOUN	പടിഞ്ഞാറ്	n	any	sg	3	d	_	_
ഭാഗത്തെ	NOUN	ഭാഗം	n	any	sg	3	d	എ	eV
നെയ്യാര്‍	NOUN	നെയ്യാര്	n	any	sg	3	d	_	_
വനത്തില്‍	NOUN	വനം	n	any	sg	3	d	ഇല്	ilZ
ഉത്തരകയം	NOUN	ഉത്തരകയം	n	any	sg	3	d	_	_
സ്ഥിതി	NOUN	സ്ഥിതി	n	any	sg	3	d	_	_
ചെയ്യുന്നു	VERB	ചെയ്യ്	v	any	any	any	_	ഉന്നു	unnu
.	PUNCT	.	punc	_	_	_	_	_	_

രോഗാവസ്ഥക്ക്	NOUN	രോഗാവസ്ഥ	n	n	sg	3	d	ക്ക്	ykku
അനുസരിച്ച്	ADP	അനുസരിച്ച്	psp	_	_	_	_	_	_
ആവിക്ക്	NOUN	ആവി	n	n	sg	3	d	ക്ക്	kku
ഉള്ള	VERB	ഉള്	v	_	_	_	_	_	a
ഔഷധക്കൂട്ട്	NOUN	ഔഷധക്കൂട്ട്	n	n	sg	3	d	_	_
തയ്യാറാക്കിയിട്ടുണ്ട്	VERB	തയ്യാറാക്ക്	v	_	_	_	_	ഇഇട്ട്ഉണ്ട്	iyiTTuNTu
.	PUNCT	.	punc	_	_	_	_	_	_

ഉദ്ദേശം	ADJ	ഉദ്ദേശം	avy	_	_	_	_	_	_
20	NUM	20	num	_	_	_	_	_	_
തൊട്ടു	ADP	തൊലി	n	any	sg	_	_	_	_
25	NUM	25	num	_	_	_	_	_	_
ശതമാനം	NOUN	ശതമാനം	n	n	sg	3	d	_	_
ആയി	VERB	ആ	v	_	_	_	_	ഇ	yi
ഇന്‍സുലിന്റെ	NOUN	ഇന്സുലിന്	n	n	sg	3	d	ടെ	inRe
അളവു	NOUN	അളവ്	n	n	sg	3	d	_	_
കുറയുമ്പോള്‍	VERB	കുറ	v	_	_	_	_	_	yumpOL
,	PUNCT	,	punc	_	_	_	_	_	_
